ID RCTI	00`a01100.m3u8
US313:CBS (KXLH) Butte-Bozeman	00`d0029877.m3u8
US314:CBS 4 (WCBI) COLUMBUS	00`d0029876.m3u8
US315:Adult Swim HD	00`d0029875.m3u8
US316:CBS (WABI) Bangor	00`d0029874.m3u8
US317:CBS 13 (KOVR) Sacramento	00`d0029873.m3u8
US318:CBS 9 (WAFB) Baton Rouge	00`d0029872.m3u8
US319:CBS 42 (KEYE) AUSTIN	00`d0029871.m3u8
US320:CBS 42 (WIAT) BIRMINGHAM	00`d0029870.m3u8
US321:CBS 44 (WEVV) EVANSVILLE	00`d0029869.m3u8
US322:CBS 46 (KION) MONTEREY	00`d0029868.m3u8
US323:CBS 18 (WECP-LD) Panama City	00`d0029867.m3u8
US324:CBS (KCNC) Denver	00`d0029866.m3u8
US325:CBS 5 (KGMB) HONOLULU	00`d0029865.m3u8
US326:CBS (KBJR) Duluth	00`d0029864.m3u8
US327:CBS 5 (WCSC) CHARLESTON	00`d0029863.m3u8
US328:CBS (KPAX) Missoula	00`d0029862.m3u8
US329:CBS (WNCT) Greenville	00`d0029861.m3u8
US330:CBS 5 (WTVH) SYRACUSE	00`d0029860.m3u8
US331:CBS (KFDA) Amarillo	00`d0029859.m3u8
US332:CBS (KXDF) Fairbanks	00`d0029858.m3u8
US333:Sundance TV	00`d0029857.m3u8
US334:FOX 40 (KTXL) SACRAMENTO	00`d0029856.m3u8
US335:FOX 9 (KNIN) CALDWELL	00`d0029855.m3u8
US337:FOX (KRQE) ALBUQUERQUE-SANTA FE	00`d0029853.m3u8
US338:FOX SAN FRANCISCO	00`d0029852.m3u8
US339:FOX SAN ANTONIO	00`d0029851.m3u8
US340:FOX NEW ORLEANS	00`d0029850.m3u8
US341:FOX 4 (WDAF) KANSAS CITY	00`d0029849.m3u8
US342:FOX HOUSTON	00`d0029848.m3u8
US343:FOX DETROIT	00`d0029847.m3u8
US344:FOX 54 (WZDX) Huntsville	00`d0029846.m3u8
US345:FOX 53 (WPGH) Pittsburgh	00`d0029845.m3u8
US346:PAC-12 Arizona	00`d0029844.m3u8
US364:FOX 17 (WZTV) NASHVILLE	00`d0029826.m3u8
US365:FOX GREEN BAY	00`d0029825.m3u8
US366:FOX 9 (KMSP) Minneapolis	00`d0029824.m3u8
US367:FOX 25 (WLAX) EAU CLAIRE	00`d0029823.m3u8
US368:Heroes & Icons	00`d0029822.m3u8
US369:FOX TACOMA	00`d0029821.m3u8
US370:FOX 44 (WFFF) Burlington	00`d0029820.m3u8
US371:FOX 43 (WVBT) Virginia Beach	00`d0029819.m3u8
US372:FOX 43 (WSVF) Harrisonburg	00`d0029818.m3u8
US373:FOXNet Charlottesville	00`d0029817.m3u8
US374:FOX 39 (WQRF) ROCKFORD	00`d0029816.m3u8
US379:FOXNet Abilene	00`d0029811.m3u8
US380:American Heroes Channel	00`d0029810.m3u8
US382:FOX (WHBQ) Memphis	00`d0029808.m3u8
US389:FOX 43 (WFXB) Myrtle Beach	00`d0029801.m3u8
US390:FOX (WHNS) Greenville	00`d0029800.m3u8
US398:FOX CHARLESTON	00`d0029792.m3u8
US399:FOX 64 (WNAC) Providence/New Bedford	00`d0029791.m3u8
US407:FOX PORTLAND	00`d0029783.m3u8
US416:FOX (KLSR) Eugene	00`d0029774.m3u8
US417:FOX (WYFX) YOUNGSTOWN	00`d0029773.m3u8
US418:FOX 36 (WUPW) TOLEDO	00`d0029772.m3u8
US420:Reelz Channel	00`d0029770.m3u8
US421:FOX 8 (WJW) CLEVELAND	00`d0029769.m3u8
US425:FOXNet Binghampton	00`d0029765.m3u8
US426:FOX (WXXA) ALBANY	00`d0029764.m3u8
US427:FOX (KVVU) Henderson	00`d0029763.m3u8
US428:FOX (KVRR) FARGO	00`d0029762.m3u8
US429:FOX 50 (WRAZ) Raleigh/Durham	00`d0029761.m3u8
US430:FOX (WGHP) High Point	00`d0029760.m3u8
US431:FOX 46 (WJZY) BELMONT	00`d0029759.m3u8
US432:FOX 16 (WJKT) Jackson	00`d0029758.m3u8
US433:FOXNet Marquette	00`d0029757.m3u8
US434:FOX (WSYM) LANSING	00`d0029756.m3u8
US435:FOX (WXMI) GRAND RAPIDS	00`d0029755.m3u8
US436:Bally Sports Southeast	00`d0029754.m3u8
US437:FOX 40 (WGGB) Springfield	00`d0029753.m3u8
US438:FOX 25 (WFXT) Boston	00`d0029752.m3u8
US439:FOX 44 (WGMB) Baton Rouge	00`d0029751.m3u8
US440:FOX (WXMI) HD	00`d0029750.m3u8
US441:FOX CHICAGO	00`d0029749.m3u8
US442:FOX BLOOMINGTON	00`d0029748.m3u8
US443:NewsMax	00`d0029747.m3u8
US444:FOX (KNIN) CALDWELL	00`d0029746.m3u8
US445:FOX (KTTW) SIOUX FALLS	00`d0029745.m3u8
US446:FOX (KLJB) DAVENPORT	00`d0029744.m3u8
US447:FOX 54 (WXTX) COLUMBUS	00`d0029743.m3u8
US448:FOX (WFXG) AUGUSTA	00`d0029742.m3u8
US450:FOX CAPE CORAL	00`d0029740.m3u8
US451:FOX (KXRM) COLORADO SPRINGS	00`d0029739.m3u8
US452:FOX (KKFX) San Luis Obispo	00`d0029738.m3u8
US453:FOX 5 (KSWB) SAN DIEGO	00`d0029737.m3u8
US454:FOX 2 (KTVU) OAKLAND	00`d0029736.m3u8
FOX 18 (WHIZ) ZANESVILLE	00`d0029735.m3u8
US456:FOX (KMSB) TUCSON	00`d0029734.m3u8
US457:FOX 29 (WUTV) BUFFALO	00`d0029733.m3u8
US458:FOX (WUTV)	00`d0029732.m3u8
US459:FOX 59 INDIANAPOLIS	00`d0029731.m3u8
US460:FOX BALTIMORE	00`d0029730.m3u8
US461:FOX 51 LONGVIEW	00`d0029729.m3u8
US462:FOX 23 (WXXA) ALBANY	00`d0029728.m3u8
US463:FOX 30 (WFOX) JACKSONVILLE	00`d0029727.m3u8
US464:FOX 68 (WSYT) SYRACUSE	00`d0029726.m3u8
US465:FOX 29 WEST PALM BEACH	00`d0029725.m3u8
US466:FOX 36 (WUPW) Toledo	00`d0029724.m3u8
US467:FOX 15 LAFAYETTE	00`d0029723.m3u8
US469:FOX 18 DAVENPORT	00`d0029721.m3u8
US470:FOX 35 (WOFL) ORLANDO	00`d0029720.m3u8
US471:FOX 7 MIAMI	00`d0029719.m3u8
US472:FOX 11 CHARLESTON	00`d0029718.m3u8
US473:FOX 16 LITTLE ROCK	00`d0029717.m3u8
US474:FOX 35 (KCBA) SALINAS	00`d0029716.m3u8
US475:FOX 27 (WFXR) ROANOKE	00`d0029715.m3u8
US476:FOX 44 (WFFF) Burlington	00`d0029714.m3u8
US477:FOX 41 (WDRB) Louisville	00`d0029713.m3u8
US478:FOX 55 (WFFT) FORT WAYNE	00`d0029712.m3u8
US479:FOX 9 (KECY) EL CENTRO	00`d0029711.m3u8
US480:FOX 2 (KHON) HONOLULU	00`d0029710.m3u8
US481:FOX 29 SAN ANTONIO	00`d0029709.m3u8
US482:FOX 5 NEW YORK	00`d0029708.m3u8
US483:FOX 13 (KCPQ) SEATTLE	00`d0029707.m3u8
US484:FOX 26 (KRIV) HOUSTON	00`d0029706.m3u8
US485:FOX 2 SAINT LOUIS	00`d0029705.m3u8
US486:FOX 6 MILWAUKEE	00`d0029704.m3u8
US488:FOX 61 HARTFORD,CT	00`d0029702.m3u8
US489:FOX 28 (WTTE) Columbus OH	00`d0029701.m3u8
US490:FOX 29 (WTXF) PHILADELPHIA	00`d0029700.m3u8
US491:FOX 11 (KTTV) LOS ANGELES	00`d0029699.m3u8
US492:FOX 32 CHICAGO	00`d0029698.m3u8
US493:FOX (WAGA) ATLANTA	00`d0029697.m3u8
US494:FOX 9 (KNIN) BOISE	00`d0029696.m3u8
US495:FOX SOCCER PLUS	00`d0029695.m3u8
US496:FOX DEPORTES	00`d0029694.m3u8
US497:FOX WASHINGTON	00`d0029693.m3u8
US498:NEWSY	00`d0029692.m3u8
US499:FOX SACRAMENTO	00`d0029691.m3u8
US500:US FOX 33 (KMSS) Shreveport	00`d0029690.m3u8
US501:FOX 4 (KFQX) Grand Junction	00`d0029689.m3u8
US502:NBC CHARLOTTE	00`d0029688.m3u8
US503:NBC UNIVERSO (East)	00`d0029687.m3u8
US504:NBC_KVLY	00`d0029686.m3u8
US505:NBC 10 COLUMBIA	00`d0029685.m3u8
US506:NBC MILWAUKEE	00`d0029684.m3u8
US507:NBC JACKSONVILLE	00`d0029683.m3u8
US508:NBC CINCINNATI	00`d0029682.m3u8
US509:NBC 5 (WMC) MEMPHIS	00`d0029681.m3u8
US510:NBC (KLAF) LAFAYETTE	00`d0029680.m3u8
US511:NBC CHICAGO	00`d0029679.m3u8
US512:NBC (KWWL) Waterloo	00`d0029678.m3u8
US513:NBC SAN DIEGO	00`d0029677.m3u8
US514:NBC LOS ANGELES	00`d0029676.m3u8
US515:NBC YUMA	00`d0029675.m3u8
US516:NBC 13 (WVTM) BIRMINGHAM	00`d0029674.m3u8
US517:NBC 13 ALBANY	00`d0029673.m3u8
US518:NBC (WTWC) TALLAHASSEE	00`d0029672.m3u8
US519:NBC PORTLAND	00`d0029671.m3u8
US520:NBC WASHINGTON	00`d0029670.m3u8
US521:NBC SAN FRANCISCO	00`d0029669.m3u8
US522:NBC 4 LITTLE ROCK	00`d0029668.m3u8
US523:NBC 22 (WWLP) SPRINGFIELD	00`d0029667.m3u8
US524:NBC 56 JACKSONVILLE	00`d0029666.m3u8
US525:NBC 46 SIOUX CITY	00`d0029665.m3u8
US526:NBC 17 BAKERSFIELD	00`d0029664.m3u8
US527:NBC 5 WEST PALM BEACH	00`d0029663.m3u8
US528:NBC 5 PLATTSBURGH	00`d0029662.m3u8
US529:NBC 6 WILMINGTON	00`d0029661.m3u8
US530:NBC 12 WINSTON-SALEM	00`d0029660.m3u8
US531:NBC 13 HONOLULU	00`d0029659.m3u8
US532:NBC 5 CINCINNATI	00`d0029658.m3u8
US533:NBC 4 TUCSON	00`d0029657.m3u8
US534:NBC 16 SOUTH BEND	00`d0029656.m3u8
US535:NBC 7 (KTVB) BOISE	00`d0029655.m3u8
US536:NBC 17 (WAND) DECATUR	00`d0029654.m3u8
US537:NBC 18 (WLEX) LEXINGTON	00`d0029653.m3u8
US538: NBC 36 AUSTIN	00`d0029652.m3u8
US539:NBC 6 (KWQC) DAVENPORT	00`d0029651.m3u8
US540:NBC 24 (KSEE) FRESNO	00`d0029650.m3u8
US541:NBC 8 (WOOD) GRAND RAPIDS	00`d0029649.m3u8
US542:NBC 3 SACRAMENTO	00`d0029648.m3u8
US543:NBC 2 (KPRC) HOUSTON	00`d0029647.m3u8
US544:NBC 41 KANSAS CITY	00`d0029646.m3u8
US545:NBC 9 DENVER	00`d0029645.m3u8
US546:NBC 11 BALTIMORE	00`d0029644.m3u8
US547:NBC 10 PHILADELPHIA	00`d0029643.m3u8
US548:NBC 4 DETROIT	00`d0029642.m3u8
US549:NBC 26 GREEN BAY	00`d0029641.m3u8
US550:NBC 2 BUFFALO	00`d0029640.m3u8
US551:NBC 3 CLEVELAND	00`d0029639.m3u8
US552:NBC 11 (KARE) MINNEAPOLIS	00`d0029638.m3u8
US553:NBC 4 NASHVILLE	00`d0029637.m3u8
US554:NBC 11 ATLANTA	00`d0029636.m3u8
US555:NBC 5 (WMAQ) CHICAGO	00`d0029635.m3u8
US556:NBC 36 (WCNC) CHARLOTTE	00`d0029634.m3u8
US557:NBC NEW YORK	00`d0029633.m3u8
US558:NBC 9 (WNBW) GAINESVILLE	00`d0029632.m3u8
US559:NBC 25 (WEEK) PEORIA	00`d0029631.m3u8
US560:NBC 26 (WGBA) GREEN BAY	00`d0029630.m3u8
US561:NBC 28 (WBRE) WILKES-BARRE	00`d0029629.m3u8
US562:NBC 3 (KCRA) SACRAMENTO	00`d0029628.m3u8
US563:NBC 3 (KYTV) SPRINGFIELD	00`d0029627.m3u8
US564:NBC 3 (WAVE) LOUISVILLE	00`d0029626.m3u8
US565:NBC 3 (WKYC) CLEVELAND	00`d0029625.m3u8
US566:NBC 3 (WLBT) JACKSON	00`d0029624.m3u8
US567:NBC 3 (WSAV) SAVANNAH	00`d0029623.m3u8
US568:NBC 3 (WSAZ) HUNTINGTON	00`d0029622.m3u8
US569:NBC 30 (WVIT) NEW BRITAIN	00`d0029621.m3u8
US570:NBC 32 (WMBF) MYRTLE BEACH	00`d0029620.m3u8
US571:NBC 33 (WVLA) BATON ROUGE	00`d0029619.m3u8
US572:NBC 36 (KXAN) AUSTIN	00`d0029618.m3u8
US573:NBC 36 (WCNC) CHARLOTTE	00`d0029617.m3u8
US574:NBC 38 (WLTZ) COLUMBUS	00`d0029616.m3u8
US575:NBC 39 (KNSD) SAN DIEGO	00`d0029615.m3u8
US576:NBC 4 (KARK) LITTLE ROCK	00`d0029614.m3u8
US577:NBC 4 (KNBC) LOS ANGELES	00`d0029613.m3u8
US578:NBC 4 (KOB) ALBUQUERQUE-SANTA FE	00`d0029612.m3u8
US579:NBC 4 (KSNB) SUPERIOR	00`d0029611.m3u8
US580:NBC 4 (KTIV) SIOUX CITY	00`d0029610.m3u8
US581:NBC 4 (KVOA) TUCSON	00`d0029609.m3u8
US582:NBC 4 (WCMH) COLUMBUS	00`d0029608.m3u8
US583:NBC 4 (WDIV) DETROIT	00`d0029607.m3u8
US584:NBC 4 (WNBC) NEW YORK	00`d0029606.m3u8
US585:NBC 4 (WRC) WASHINGTON	00`d0029605.m3u8
US586:NBC 4 (WSMV) NASHVILLE	00`d0029604.m3u8
US587:NBC 4 (WTMJ) MILWAUKEE	00`d0029603.m3u8
US588:NBC 4 (WYFF) GREENVILLE/SPARTANBURG/ASHEVILLE/ANDERSON	00`d0029602.m3u8
US589:NBC 40 (WTWC) TALLAHASSEE	00`d0029601.m3u8
US590:NBC 41 (KSHB) KANSAS CITY	00`d0029600.m3u8
US591:NBC 46 (KDLT) SIOUX FALLS/MITCHELL	00`d0029599.m3u8
US592:NBC_WOWTUS592:NBC 48 (WAFF) HUNTSVILLE	00`d0029598.m3u8
US593:NBC 5 (KING) SEATTLE	00`d0029597.m3u8
US594:NBC 5 (KOAA) PUEBLO	00`d0029596.m3u8
US595:NBC 5 (KSDK) ST LOUIS	00`d0029595.m3u8
US596:NBC 5 (KSL) SALT LAKE CITY	00`d0029594.m3u8
US597:NBC 5 (KXAS) FORT WORTH	00`d0029593.m3u8
US598:NBC 5 (WLWT) CINCINNATI	00`d0029592.m3u8
US599:NBC 5 (WMAQ) CHICAGO	00`d0029591.m3u8
US600:NBC 5 (WMC) MEMPHIS	00`d0029590.m3u8
US601:NBC 5 (WPTV) WEST PALM BEACH/FORT PIERCE	00`d0029589.m3u8
US602:NBC 2 (WGRZ) Buffalo	00`d0029588.m3u8
US603:NBC 5 (WRAL) RALEIGH/DURHAM	00`d0029587.m3u8
US604:NBC 56 (KETK) JACKSONVILLE	00`d0029586.m3u8
US605:NBC 6 (KCEN) TEMPLE	00`d0029585.m3u8
US606:NBC 6 (KHQ) SPOKANE	00`d0029584.m3u8
US607:NBC 6 (KSBY) SAN LUIS OBISPO	00`d0029583.m3u8
US608:NBC 6 (KWQC) DAVENPORT/ROCK ISLAND/MOLIN	00`d0029582.m3u8
US609:NBC 6 (WCSH) PORTLAND/AUBURN	00`d0029581.m3u8
US610:NBC 6 (WDSU) NEW ORLEANS	00`d0029580.m3u8
US611:NBC 6 (WECT) WILMINGTON	00`d0029579.m3u8
US612:NBC 6 (WOWT) OMAHA	00`d0029578.m3u8
US613:CW_WPSG	00`d0029577.m3u8
US614:CW_WKBD	00`d0029576.m3u8
US615:GOL TV	00`d0029575.m3u8
US616:CW_WTOG	00`d0029574.m3u8
US617:Cooking Channel	00`d0029573.m3u8
US662:BET Soul	00`d0029528.m3u8
US663:Outside TV	00`d0029527.m3u8
US664:Antenna TV	00`d0029526.m3u8
US692:Starz Cinema	00`d0029498.m3u8
US693:Starz Comedy	00`d0029497.m3u8
US694:Bloomberg	00`d0029496.m3u8
US695:ABC 5 (WOI) West Des Moine	00`d0029495.m3u8
US696:Starz Edge HD	00`d0029494.m3u8
US697:Starz Encore	00`d0029493.m3u8
US698:Starz Encore East	00`d0029492.m3u8
US699:Starz West	00`d0029491.m3u8
US700:ABC 8 (WMTW) Portland	00`d0029490.m3u8
US701:ABC 4 (KXLY) Spokane	00`d0029489.m3u8
US702:ABC 10 (KXTV) Sacramento	00`d0029488.m3u8
US703:ABC (WTNH) New Haven	00`d0029487.m3u8
US704:ABC_kmgh_den	00`d0029486.m3u8
US705:ABC_wcvb_bos	00`d0029485.m3u8
US706:ABC_wrtv_ind	00`d0029484.m3u8
US707:ABC_wplg_mia	00`d0029423.m3u8
US708:ABC_wtvd_raleigh	00`d0029422.m3u8
US709:ABC_wpvi_phi	00`d0029481.m3u8
US710:ABC_wftv_orl	00`d0029480.m3u8
US711:ABC 7 (KGO) San Francisco	00`d0029479.m3u8
US712:ABC 7 (WABC) New York	00`d0029478.m3u8
US713:ABC 15 Phoenix	00`d0029477.m3u8
US714:Bally Sports Detroit	00`d0029476.m3u8
US715:Bally Sports Detroit Plus	00`d0029475.m3u8
US716:Bally Sports Florida	00`d0029474.m3u8
US717:Bally Sports Florida Plus	00`d0029473.m3u8
US718:Bally Sports Kansas City	00`d0029472.m3u8
US719:STARZ IN BLACK	00`d0029471.m3u8
US720:Starz Cinema East FHD	00`d0029470.m3u8
US721:Starz Cinema West FHD	00`d0029469.m3u8
US722:Showtime Showcase	00`d0029468.m3u8
US723:Starz Comedy FHD	00`d0029467.m3u8
US724:Starz Encore Westerns	00`d0029466.m3u8
US725:Starz Edge West HD	00`d0029465.m3u8
US726:Starz Encore Action	00`d0029464.m3u8
US727:Starz Encore Black HD	00`d0029463.m3u8
US728:Starz Encore Classic FHD	00`d0029462.m3u8
US729:Showtime Women	00`d0029461.m3u8
US730:Starz Encore Family FHD	00`d0029460.m3u8
US731:Starz Encore Suspense HD	00`d0029459.m3u8
US732:Starz Encore West FHD	00`d0029458.m3u8
US733:Hallmark Drama	00`d0029457.m3u8
US734:ABC Charlotte	00`d0029456.m3u8
US735:Starz Kids & Family FHD	00`d0029455.m3u8
US737:Abc_Kgtv_Sad	00`d0029453.m3u8
US738:ABC_wjla_wdc	00`d0029452.m3u8
US739:ABC13 (KTNV) Las Vegas	00`d0029451.m3u8
US740:ABC_kdnl-stl	00`d0029450.m3u8
US741:ABC_komo_sea	00`d0029449.m3u8
US742:ABC_katu_port	00`d0029448.m3u8
US743:ABC_ktvx-slc	00`d0029447.m3u8
US744:ABC_kABC_lax	00`d0029446.m3u8
US745:ABC_wls_chi	00`d0029445.m3u8
US746:ABC_wtae_pit	00`d0029444.m3u8
US747:ABC (WXYZ) Detroit	00`d0029443.m3u8
US748:ABC 13 (KTRK) HOUSTON	00`d0029442.m3u8
US749:NBC Sports Boston	00`d0029441.m3u8
US750:ABC7 (WKBW) Buffalo	00`d0029440.m3u8
US751:ABC (WKRN) Nashville	00`d0029439.m3u8
US752:ABC (WTNH) New Haven	00`d0029438.m3u8
US753:3ABN (KBLN)	00`d0029437.m3u8
US754:ABC_wcvb_bos	00`d0029436.m3u8
US755:ABC (WRTV) Indianapolis	00`d0029435.m3u8
US756:ABC 9 (WFTV) Orlando	00`d0029434.m3u8
US757:Justice Central	00`d0029433.m3u8
US758:ABC (KGO) San Francisco	00`d0029432.m3u8
US759:ABC (WPVI) Philadelphia	00`d0029431.m3u8
US760:ABC 12 (WISN) Milwaukee	00`d0029430.m3u8
US761:ABC_wplg_mia	00`d0029429.m3u8
US762:ABC_kfsn_fresno	00`d0029428.m3u8
US763:ABC_ksat_saa	00`d0029427.m3u8
US764:ABC 9 (KMBC) Kansas City	00`d0029426.m3u8
US765:ABC (WEWS) Cleveland	00`d0029425.m3u8
US766:ABC (KSTP) Minneapolis/St. Paul	00`d0029424.m3u8
US767:Discovery Family	00`d0064342.m3u8
US768:Discovery Life HD	00`d0064343.m3u8
US769:Teennick HD	00`d0064344.m3u8
US771:OuterMax HD	00`d0064346.m3u8
US772:Cinemax 5 Star Max	00`d0064347.m3u8
US773:CineMax Action HD	00`d0064348.m3u8
US774:Cinemax Moviemax HD	00`d0064349.m3u8
US776:Cinemax Action East HD	00`d0064351.m3u8
US777:Cinemax Action Max HD	00`d0064352.m3u8
US778:Cinemax ThrillerMax	00`d0064353.m3u8
US780:Cinemax West HD	00`d0064355.m3u8
US781:Cinemax East	00`d0064356.m3u8
US782:MoreMax HD	00`d0064357.m3u8
US783:POP FHD	00`d0064358.m3u8
US784:IFC HD	00`d0064359.m3u8
US785:COZI TV HD	00`d0064360.m3u8
US786:HLN HD	00`d0064361.m3u8
US787:HSN	00`d0064362.m3u8
US788:CMT HD	00`d0064363.m3u8
US789:Boomerang HD	00`d0064364.m3u8
US790:Crime & Investigation HD	00`d0064365.m3u8
US791:OxyGen HD	00`d0064366.m3u8
US792:Bounce TV	00`d0064367.m3u8
US793:BET Her HD	00`d0064368.m3u8
US794:The Longhorn Network HD	00`d0064369.m3u8
US901:C-SPAN HD	00`d0060982.m3u8
US795:C-SPAN 2 HD	00`d0064370.m3u8
US902:C-SPAN 3 HD	00`d0060981.m3u8
US796:CHEDDAR NEWS	00`d0064371.m3u8
US797:MAV HD	00`d0064372.m3u8
US798:FUSE HD	00`d0064373.m3u8
US799:Universal Kids HD	00`d0064374.m3u8
US800:Cheddar	00`d0064375.m3u8
US801:Cowboy Channel	00`d0064376.m3u8
US805:EPIX	00`d0059225.m3u8
US806:EPIX 2	00`d0059224.m3u8
US803:TV ONE	00`d0059216.m3u8
US804:ION TV FHD	00`d0059215.m3u8
US802:Outdoor Channel	00`d0059198.m3u8
US807:NBC 6 (WPSD) PADUCAH/CAPE GIRARDEAU/HARRISBURG/MT VERNO	00`d0059235.m3u8
US808:NBC 6 (WTVJ) MIAMI	00`d0059234.m3u8
US810:RFD TV HD	00`d0059232.m3u8
US809:Telemundo 31 (WTMO) Orlando	00`d0059233.m3u8
US811:ACC NETWORK	00`d0049954.m3u8
US812:Spectrum SportsNet LA Dodgers	00`d0049953.m3u8
US813:Great American Country	00`d0049955.m3u8
US814:Smithsonian Channel	00`d0049043.m3u8
US815:FOX 4 (KHMT) Billings	00`d0059205.m3u8
US816:Bally Sports Southwest	00`d0059200.m3u8
US817:FOX 27 (KLWY) Cheyenne/Scottsbluff	00`d0031565.m3u8
US818:One American News Network	00`d0031567.m3u8
US819:MeTV	00`d0031568.m3u8
US820:Willow Cricket	00`d0031569.m3u8
US821:TVG Horse Racing	00`d0031571.m3u8
US822:RED BULL TV	00`d0031570.m3u8
US823:Nick Jr	00`d0031572.m3u8
US824:CBS 6 (KOIN) PORTLAND/OREGON	00`d0031576.m3u8
US825:ABC 7 WZVN	00`d0031575.m3u8
US826:Bally Sports Midwest	00`d0029373.m3u8
US827:News 12 The Bronx	00`d0060221.m3u8
US828:LOGO HD	00`d0060130.m3u8
US829:Univision 66 (WGBO) Chicago	00`d0060117.m3u8
US830:Univision45 (KXLN) Houston	00`d0060116.m3u8
US831:Magnolia Network	00`d0060115.m3u8
US832:Univision 21 (KFTV) Fresno/Visalia	00`d0060113.m3u8
US833:CW 33 (KVCW) Las Vegas	00`d0060112.m3u8
US834:Univision 46 (KUVE) Tucson	00`d0060101.m3u8
US835:Univision 33 (KTVW) Phoenix	00`d0060098.m3u8
US836:ABC17 (KMIZ) Jefferson City	00`d0060114.m3u8
US837:Telemundo (Chicago)	00`d0060096.m3u8
US838:Telemundo (Dallas)	00`d0060093.m3u8
US839:Telemundo (Fresno)	00`d0060092.m3u8
US840:Univision 62 (KAKW) Austin	00`d0060090.m3u8
US841:Telemundo (Houston)	00`d0060089.m3u8
US842:Telemundo (Las Vegas)	00`d0060082.m3u8
US843:Telemundo (Los Angeles)	00`d0060074.m3u8
US844:Telemundo (Miami)	00`d0060072.m3u8
US845:Telemundo (New York)	00`d0060065.m3u8
US846:Telemundo (Philadelphia)	00`d0060060.m3u8
US847:Telemundo (KTAZ) Phoenix	00`d0060055.m3u8
US848:Telemundo (San Antonio)	00`d0060054.m3u8
US849:Telemundo 47 (Houston)	00`d0060051.m3u8
US868:Telemundo 44 Washington	00`d0060164.m3u8
US880:Showtime Extreme	00`d0060145.m3u8
US881:CORONA VIRUS	00`d0060144.m3u8
US882:Showtime Beyond HD	00`d0060142.m3u8
US883:ABC 2 (WMAR) Baltimore	00`d0060134.m3u8
US884:Disney + HD	00`d0060230.m3u8
US886:WGN 9 (WGNDT) Chicago	00`d0060226.m3u8
US887:MY 9 (WWOR) New York	00`d0060109.m3u8
US888:Showtime Next HD	00`d0060214.m3u8
US889:FYI	00`d0060245.m3u8
US891:Pursuit Channel	00`d0060206.m3u8
US892:Marquee Sports	00`d0060002.m3u8
US893:Showtime Family Zone HD	00`d0060227.m3u8
US894:Showtime Pacific & Beyond HD	00`d0060183.m3u8
US895:ESPN +	00`d0060006.m3u8
US896:Univision (Miami)	00`d0060204.m3u8
US897:AT&T Sportsnet Rocky Mountain	00`d0060236.m3u8
US898:Telemundo New York	00`d0060194.m3u8
US899:ABC 2 (WSB) ATLANTA	00`d0066004.m3u8
US900:Spectrum SportsNet Lakers	00`d0060983.m3u8
US930:Bally Sports YES	00`d0031054.m3u8
US931:Bally Sports SoCal	00`d0031053.m3u8
US932:mun2tv	00`d0031052.m3u8
USA:-----|NBA|-----	^--
US060:NBA-TV	00`d003108.m3u8
US665:NBA ORLANDO MAGIC	00`d0029525.m3u8
US666:NBA Miami Heat	00`d0029524.m3u8
US667:NBA Milwaukee Bucks	00`d0029523.m3u8
US668:NBA Minnesota Timberwolves	00`d0029522.m3u8
US669:NBA New Orleans Pelicans	00`d0029521.m3u8
US670:NBA Phoenix Suns	00`d0029520.m3u8
US671:NBA New York Knicks	00`d0029519.m3u8
US672:NBA Oklahoma City Thunders	00`d0029518.m3u8
US673:NBA Orlando Magic	00`d0029517.m3u8
US674:NBA Philadelphia 76ers	00`d0029516.m3u8
US890:NBA OKLAHOMA CITY THUNDERS	00`d0060228.m3u8
US929:NBA MIAMI HEAT	00`d0060978.m3u8
US928:NBA MEMPHIS GRIZZLIES	00`d0060977.m3u8
US927:NBA HOUSTON ROCKETS	00`d0060976.m3u8
US926:NBA DETROIT PISTONS	00`d0060975.m3u8
US925:NBA DALLAS MAVERICKS	00`d0060974.m3u8
US924:NBA CHARLOTTE HORNETS	00`d0060973.m3u8
US922:NBA ATLANTA HAWKS	00`d0060971.m3u8
US921:NBA YORK KNICKS	00`d0068774.m3u8
US920:NBA ORLEANS PELICANS	00`d0068773.m3u8
US919:NBA MINNESOTA TIMBERWOLVES	00`d0068772.m3u8
US923:NBA BOSTON CELTICS	00`d0060972.m3u8
USA:-----|NFL|-----	^--
US064:NFL-Network	00`d003104.m3u8
US089:NFL RedZone	00`d003079.m3u8
US618:NFL-Browns SD	00`d0029572.m3u8
US619:NFL-Buccaneers FHD	00`d0029571.m3u8
US620:NFL-Buccaneers HD	00`d0029570.m3u8
US621:NFL-Buccaneers SD	00`d0029569.m3u8
US622:NFL-Cardinals FHD	00`d0029568.m3u8
US623:NFL-Cardinals HD	00`d0029567.m3u8
US624:NFL-Cardinals SD	00`d0029566.m3u8
US625:NFL-Chargers FHD	00`d0029565.m3u8
US626:NFL-Chargers HD	00`d0029564.m3u8
US627:NFL-Chargers SD	00`d0029563.m3u8
US628:NFL-Chiefs FHD	00`d0029562.m3u8
US629:NFL-Chiefs HD	00`d0029561.m3u8
US645:NFL-Chiefs SD	00`d0029545.m3u8
US646:NFL-49ers FHD	00`d0029544.m3u8
US647:NFL-49ers HD	00`d0029543.m3u8
US648:NFL-49ers SD	00`d0029542.m3u8
US649:NFL-Bears FHD	00`d0029541.m3u8
US650:NFL-Bears HD	00`d0029540.m3u8
